id,transformers,date_id,month,is_weekend,time,L1,L2,L3,L4,L5,L6
M1_D00234_12_30,M1,D00234,4,0,12:30,-16.8119,-18.9757,2.3609999999999998,3.617,1.6351,1.0357
M1_D00234_13_00,M1,D00234,4,0,13:00,-15.3712,-18.6385,2.4218,3.6843,1.8304,1.0669
M1_D00234_13_30,M1,D00234,4,0,13:30,-14.9697,-17.4115,2.2693,3.1818,1.3862,0.9902
M1_D00234_14_00,M1,D00234,4,0,14:00,-13.5965,-16.2565,2.0712,3.6842,1.5282,0.8989
M1_D00234_14_30,M1,D00234,4,0,14:30,-11.755,-14.3028,2.1019,3.0477,1.2617,1.0666
M1_D00234_15_00,M1,D00234,4,0,15:00,-9.6448,-11.9748,2.0413,2.7799,1.4929,0.9901
M1_D00234_15_30,M1,D00234,4,0,15:30,-6.4299,-9.1143,2.3913,2.5116,1.2261,1.0514
M1_D00234_16_00,M1,D00234,4,0,16:00,-3.5834,-6.1471,2.3304,2.344,1.1727,1.021
M1_D00234_16_30,M1,D00234,4,0,16:30,-0.2341,-2.6474,2.6042,2.3443,1.3508,1.0052
M1_D00234_17_00,M1,D00234,4,0,17:00,3.0478,0.3378,2.8485,2.2105,0.7461,1.0513
M1_D00234_17_30,M1,D00234,4,0,17:30,6.1622,2.5766,3.1224,2.5116,0.7819,1.1577
M1_D00234_18_00,M1,D00234,4,0,18:00,6.3969,3.6958,2.9244,2.2439,0.7999,1.1420000000000001
M1_D00234_18_30,M1,D00234,4,0,18:30,6.5308,4.051,2.5439,1.6745,0.6933,0.96
M1_D00234_19_00,M1,D00234,4,0,19:00,7.9713,4.8685,2.6959,2.1095,0.5686,0.868
M1_D00234_19_30,M1,D00234,4,0,19:30,7.8372,4.8326,2.8176,1.7753,0.3376,0.9904
M1_D00234_20_00,M1,D00234,4,0,20:00,7.702999999999999,4.9399,3.1073,2.5788,0.8706,1.2494
M1_D00234_20_30,M1,D00234,4,0,20:30,7.8373,5.0462,3.0463,2.6457,0.9065,1.2034
M1_D00234_21_00,M1,D00234,4,0,21:00,9.277000000000001,6.2541,2.9702,2.5789999999999997,1.0844,1.2181
M1_D00234_21_30,M1,D00234,4,0,21:30,9.2767,6.5917,2.6804,2.4782,1.0483,1.1273
M1_D00234_22_00,M1,D00234,4,0,22:00,9.0092,6.4852,2.7725,2.7129,1.0308,1.112
M1_D00234_22_30,M1,D00234,4,0,22:30,10.515999999999998,7.8535,2.7872,3.3827,2.0255,1.1878
M1_D00234_23_00,M1,D00234,4,0,23:00,11.1526,8.8835,2.4525,3.9525,2.5059,1.1726
M1_D00234_23_30,M1,D00234,4,0,23:30,10.282,7.9604,2.2691,3.5504,2.0081,1.0514
M1_D00249_00_00,M1,D00249,12,0,0:00,10.3821,8.7954,1.8275,0.5026,-0.5681,0.6702
M1_D00249_00_30,M1,D00249,12,0,0:30,10.7171,8.7775,1.7063,0.9047,-0.5506,0.6246
M1_D00249_01_00,M1,D00249,12,0,1:00,10.5163,8.5995,1.6141,0.6033,-0.426,0.6553
M1_D00249_01_30,M1,D00249,12,0,1:30,9.4778,8.2797,1.4014,0.5364,-0.3905,0.61
M1_D00249_02_00,M1,D00249,12,0,2:00,9.478,7.9247,1.3706,0.6701,-0.6038,0.5482
M1_D00249_02_30,M1,D00249,12,0,2:30,9.4444,8.1377,1.2643,0.1008,-0.4436,0.4572
M1_D00249_03_00,M1,D00249,12,0,3:00,9.3774,8.1733,1.1124,0.3352,-0.7816,0.3353
M1_D00249_03_30,M1,D00249,12,0,3:30,9.6451,8.2441,1.2645,0.4693,-0.7639,0.4721
M1_D00249_04_00,M1,D00249,12,0,4:00,9.7793,8.0131,1.3406,0.603,-0.7991,0.503
M1_D00249_04_30,M1,D00249,12,0,4:30,9.1428,7.6401,1.5536,0.6369,-0.6213,0.5479999999999999
M1_D00249_05_00,M1,D00249,12,0,5:00,10.1143,8.5108,1.6453,0.8044,-0.4619,0.5793
M1_D00249_05_30,M1,D00249,12,0,5:30,10.8513,9.079,1.8129,0.3689,-0.6572,0.5941
M1_D00249_06_00,M1,D00249,12,0,6:00,11.1523,8.9196,1.9796,0.4022,-0.9059,0.5489
M1_D00249_06_30,M1,D00249,12,0,6:30,10.7836,8.244,2.2542,0.2349,-1.0659999999999998,0.5787
M1_D00249_07_00,M1,D00249,12,0,7:00,12.5923,9.5948,2.8023,0.7375,-0.4971,0.762
M1_D00249_07_30,M1,D00249,12,0,7:30,13.2623,9.275,3.168,1.005,-0.7107,0.9139
M1_D00249_08_00,M1,D00249,12,0,8:00,12.0897,9.2929,3.3814,0.871,-0.5327,1.0817
M1_D00249_08_30,M1,D00249,12,0,8:30,12.8266,9.6656,3.412,2.1767,-0.0708,1.432
M1_D00249_09_00,M1,D00249,12,0,9:00,12.2907,8.0843,3.4879,1.6414,-0.2841,1.4167
M1_D00249_09_30,M1,D00249,12,0,9:30,11.152999999999999,7.5333,3.5182,1.2062,-0.284,1.2947
M1_D00249_10_00,M1,D00249,12,0,10:00,11.9894,7.8004,3.6096,1.4067,-0.1951,1.3104
M1_D00249_10_30,M1,D00249,12,0,10:30,12.7265,8.5823,3.8383,1.7084,-0.4795,1.2642
M1_D00249_11_00,M1,D00249,12,0,11:00,12.1901,8.0314,3.9294,1.1059999999999999,-0.4258,1.2344
M1_D00249_11_30,M1,D00249,12,0,11:30,10.3154,7.3561,3.594,0.7708,-0.8526,1.1273
M1_D00249_12_00,M1,D00249,12,0,12:00,8.9419,5.8276,3.1074,0.3019,-1.3145,1.1424
M1_D00249_12_30,M1,D00249,12,0,12:30,9.8462,6.8053,2.8939999999999997,0.8378,-0.9945,1.112
M1_D00249_13_00,M1,D00249,12,0,13:00,10.415999999999999,6.8054,3.2896,1.0723,-0.7457,1.3403
M1_D00249_13_30,M1,D00249,12,0,13:30,10.1145,7.1071,3.3048,1.3401,-0.3554,1.4475
M1_D00249_14_00,M1,D00249,12,0,14:00,10.2481,7.267,3.0464,1.4073,-0.48,1.2336
M1_D00249_14_30,M1,D00249,12,0,14:30,9.9467,7.3737,2.8639,1.2061,-0.3198,1.2032
M1_D00249_15_00,M1,D00249,12,0,15:00,9.4106,6.6451,2.8788,0.4022,-0.7281,1.3709
M1_D00249_15_30,M1,D00249,12,0,15:30,9.1094,6.0589,3.0918,0.5361,-0.8882,1.2187
M1_D00249_16_00,M1,D00249,12,0,16:00,9.8463,6.6632,3.4877,0.8045,-0.6747,1.1573
M1_D00249_16_30,M1,D00249,12,0,16:30,10.7508,7.1071,3.5793,0.6701,-0.9418,1.2492
M1_D00249_17_00,M1,D00249,12,0,17:00,10.8178,7.1429,3.6402,0.1676,-1.013,0.99
M1_D00249_17_30,M1,D00249,12,0,17:30,10.4493,6.7341,3.6403,0.168,-1.1369,0.9596
M1_D00249_18_00,M1,D00249,12,0,18:00,10.9519,7.2143,3.7013,0.0005,-1.2968,0.8528
M1_D00249_18_30,M1,D00249,12,0,18:30,10.4493,7.3027,3.3659,0.0002,-1.0304,0.625
M1_D00249_19_00,M1,D00249,12,0,19:00,10.6504,7.25,3.4115,-0.0665,-1.3678,0.6095
M1_D00249_19_30,M1,D00249,12,0,19:30,10.0472,6.5561,3.4725,-0.3682,-1.6702,0.7161
M1_D00249_20_00,M1,D00249,12,0,20:00,9.6116,6.4143,3.2748,-0.3685,-1.5633,0.7163
M1_D00249_20_30,M1,D00249,12,0,20:30,8.9084,5.9701,2.9698,-0.6027,-1.7407,0.7163
M1_D00249_21_00,M1,D00249,12,0,21:00,8.6736,5.6683,2.6959,-0.4015,-2.1143,0.701
M1_D00249_21_30,M1,D00249,12,0,21:30,8.4728,6.4141,2.4523,-0.3014,-1.4915,0.6705
M1_D00249_22_00,M1,D00249,12,0,22:00,11.5878,9.311,2.2848,1.3068,-0.2305,0.6552
M1_D00249_22_30,M1,D00249,12,0,22:30,10.818,8.2441,2.3452,0.5025,-0.8703,0.6857
M1_D00249_23_00,M1,D00249,12,0,23:00,12.7933,10.145,2.269,1.4402,0.0183,0.7617
M1_D00249_23_30,M1,D00249,12,0,23:30,12.7261,10.2522,2.2542,1.5744,0.125,0.7461
M1_D00254_00_00,M1,D00254,2,0,0:00,12.7934,8.5815,4.0212,1.3399,-0.337,1.1422
M1_D00254_00_30,M1,D00254,2,0,0:30,13.2955,8.6882,4.1731,1.6415,-0.1597,1.249
M1_D00254_01_00,M1,D00254,2,0,1:00,12.1231,7.7113,4.0362,1.0053,-0.5682,1.2488
M1_D00254_01_30,M1,D00254,2,0,1:30,11.2527,7.4093,4.067,1.3732,-0.6394,1.2949
M1_D00254_02_00,M1,D00254,2,0,2:00,12.3241,8.0139,3.8988,1.4408,-0.604,1.2485
M1_D00254_02_30,M1,D00254,2,0,2:30,12.4245,8.2262,3.8532,1.0387,-0.5684,1.2337
M1_D00254_03_00,M1,D00254,2,0,3:00,11.989,8.1732,3.7311,1.2733,-0.4438,1.173
M1_D00254_03_30,M1,D00254,2,0,3:30,11.3202,7.4801,3.823,0.2685,-1.0477,1.1275
M1_D00254_04_00,M1,D00254,2,0,4:00,11.6549,7.6049,3.6861,1.0722,-0.4262,1.2949
M1_D00254_04_30,M1,D00254,2,0,4:30,11.8887,7.9777,3.9446,1.3737,-0.6036,1.2187
M1_D00254_05_00,M1,D00254,2,0,5:00,11.4205,7.4628,3.9903,0.6031,-1.3504,1.1424
M1_D00254_05_30,M1,D00254,2,0,5:30,11.5542,6.8234,4.2036,0.9717,-0.8883,1.2487
M1_D00254_06_00,M1,D00254,2,0,6:00,12.693,7.7114,4.4019,0.3354,-1.3505,1.5231
M1_D00254_06_30,M1,D00254,2,0,6:30,13.43,8.5998,4.8125,1.1725,-0.8707,1.2796
M1_D00254_07_00,M1,D00254,2,0,7:00,14.2673,8.4041,5.2544,1.1729,-1.3676,1.5539
M1_D00254_07_30,M1,D00254,2,0,7:30,15.5055,9.2745,5.8787,1.6077,-0.3726,1.9646
M1_D00254_08_00,M1,D00254,2,0,8:00,13.0275,9.5413,3.3662,1.7755,0.0001,1.3558
M1_D00254_08_30,M1,D00254,2,0,8:30,11.2862,7.9776,3.1529,1.3069,-0.888,1.2487
M1_D00254_09_00,M1,D00254,2,0,9:00,9.4442,6.2899,2.9702,0.2013,-1.4569999999999999,1.1875
M1_D00254_09_30,M1,D00254,2,0,9:30,7.5357,4.6019,2.955,0.603,-1.4745,1.2641
M1_D00254_10_00,M1,D00254,2,0,10:00,8.0047,4.9398,3.0003,0.1676,-1.4031,1.1884
M1_D00254_10_30,M1,D00254,2,0,10:30,9.1091,5.9698,3.1985,0.0671,-1.2788,1.0053
M1_D00254_11_00,M1,D00254,2,0,11:00,8.4731,5.0461,3.4421,0.2015,-1.5099,1.1121
M1_D00254_11_30,M1,D00254,2,0,11:30,6.9996,4.0155,3.0465,-0.3012,-2.008,1.0666
M1_D00254_12_00,M1,D00254,2,0,12:00,6.7319,3.9446,2.7873,-0.8373,-2.2032,0.8987
M1_D00254_12_30,M1,D00254,2,0,12:30,6.9995,4.1938,2.8176,-0.2007,-2.0963,1.0506
M1_D00254_13_00,M1,D00254,2,0,13:00,6.8324,3.8738,2.6654,0.1677,-1.7235,1.0967
M1_D00254_13_30,M1,D00254,2,0,13:30,7.6027,4.922,2.5744,-0.2008,-1.8124,0.9754
M1_D00254_14_00,M1,D00254,2,0,14:00,7.6695,5.0107,2.6347,0.1678,-1.1727,1.1271
M1_D00254_14_30,M1,D00254,2,0,14:30,7.6697,5.5619,2.4522,0.1008,-1.7942,1.0663
M1_D00254_15_00,M1,D00254,2,0,15:00,7.6698,5.3663,2.6502,0.1677,-1.865,1.0207
M1_D00254_15_30,M1,D00254,2,0,15:30,7.803999999999999,4.8687,2.864,-0.5022,-2.2382,1.0974
M1_D00254_16_00,M1,D00254,2,0,16:00,7.5356,4.6196,3.0159,-0.4016,-1.9009,1.0816
M1_D00254_16_30,M1,D00254,2,0,16:30,8.6745,5.4196,3.2897,-0.3014,-1.7942,1.0965
M1_D00254_17_00,M1,D00254,2,0,17:00,9.2434,5.8101,3.4419999999999997,-0.2006,-1.9362,1.0357
M1_D00254_17_30,M1,D00254,2,0,17:30,8.6739,5.49,3.2292,-0.5693,-2.0255,0.9138
M1_D00254_18_00,M1,D00254,2,0,18:00,8.5733,5.4371,3.0312,-1.1724,-2.4164,0.8683
M1_D00254_18_30,M1,D00254,2,0,18:30,8.8411,5.6328,3.1527,-0.9712,-2.2209,0.8535
M1_D00254_19_00,M1,D00254,2,0,19:00,9.2768,5.9348,3.2294,-0.9042,-2.2562,0.8224
M1_D00254_19_30,M1,D00254,2,0,19:30,8.9417,5.6684,3.3054,-0.9377,-2.3273,0.9447
M1_D00254_20_00,M1,D00254,2,0,20:00,8.3393,5.2418,3.0458,-1.1388,-2.4342,0.8532
M1_D00254_20_30,M1,D00254,2,0,20:30,7.9711,5.1708,2.8483,-1.5066,-2.9486,0.8682
M1_D00254_21_00,M1,D00254,2,0,21:00,9.6115,6.6989,2.7106,-1.0048,-2.5228,0.8682
M1_D00254_21_30,M1,D00254,2,0,21:30,9.8127,7.1253,2.4219,-0.0332,-1.9364,0.7464
M1_D00254_22_00,M1,D00254,2,0,22:00,9.3773,7.3736,2.1175,0.0004,-1.8297,0.6853
M1_D00254_22_30,M1,D00254,2,0,22:30,9.3104,6.9116,2.1783,0.0001,-1.7589,0.6857
M1_D00254_23_00,M1,D00254,2,0,23:00,11.1856,7.9069,3.533,0.3689,-0.9771,1.0659999999999998
M1_D00254_23_30,M1,D00254,2,0,23:30,12.6598,8.44,4.478,1.0046,-0.9945,1.2338
M1_D00262_00_00,M1,D00262,3,0,0:00,15.9077,11.3183,4.5536,6.0284,3.6605,1.1729
M1_D00262_00_30,M1,D00262,3,0,0:30,14.4347,9.9503,4.4928,5.291,3.2164,1.2183
M1_D00262_01_00,M1,D00262,3,0,1:00,15.4729,10.749,4.4623,5.8942,3.891,1.2495
M1_D00262_01_30,M1,D00262,3,0,1:30,14.0662,9.4528,4.5076,5.3249,3.234,1.3709
M1_D00262_02_00,M1,D00262,3,0,2:00,15.8408,11.4784,4.3406,6.1288,3.9977,1.2187
M1_D00262_02_30,M1,D00262,3,0,2:30,14.8028,10.3941,4.493,5.7938,3.714,1.1422
M1_D00262_03_00,M1,D00262,3,0,3:00,14.8028,10.3588,4.3557,5.5933,3.4292,1.0965
M1_D00262_03_30,M1,D00262,3,0,3:30,15.6396,11.0161,4.4323,5.6932,3.7666,1.0818
M1_D00262_04_00,M1,D00262,3,0,4:00,15.5732,10.5183,4.6296,6.6647,3.927,1.3403
M1_D00262_04_30,M1,D00262,3,0,4:30,16.3768,10.9986,4.8737,5.8609,3.785,1.4011
M1_D00262_05_00,M1,D00262,3,0,5:00,15.6069,9.9678,4.9348,5.7945,3.5183,1.1883
M1_D00262_05_30,M1,D00262,3,0,5:30,16.6447,11.4428,5.1633,6.6979999999999995,4.1044,1.3402
M1_D00262_06_00,M1,D00262,3,0,6:00,16.2097,10.4297,5.4218,5.1579,2.95,1.31
M1_D00262_06_30,M1,D00262,3,0,6:30,15.8077,10.0741,5.8028,5.0906,2.737,1.3254
M1_D00262_07_00,M1,D00262,3,0,7:00,15.4393,9.7191,5.4224,5.7266,3.5181,1.3096
M1_D00262_07_30,M1,D00262,3,0,7:30,13.5301,8.0134,5.361000000000001,6.0618,3.5363,1.4013
M1_D00262_08_00,M1,D00262,3,0,8:00,10.3151,7.4093,2.8021,4.4883,3.0916,1.0363
M1_D00262_08_30,M1,D00262,3,0,8:30,9.0085,6.1653,2.5892,4.5213,2.7899,0.9905
M1_D00262_09_00,M1,D00262,3,0,9:00,8.7744,6.148,2.5893,4.488,2.967,1.0364
M1_D00262_09_30,M1,D00262,3,0,9:30,9.2097,6.2719,2.665,4.6224,2.9135,1.0514
M1_D00262_10_00,M1,D00262,3,0,10:00,8.9419,5.5079,3.0312,4.1868,2.2567,1.1271
M1_D00262_10_30,M1,D00262,3,0,10:30,8.5403,5.117,3.2137,4.0529,2.1505,1.0811
M1_D00262_11_00,M1,D00262,3,0,11:00,3.0819,-0.2127,3.3658,2.9474,1.3688,1.203
M1_D00262_11_30,M1,D00262,3,0,11:30,0.7374,-1.6348,2.6502,2.4113,0.8887,1.0969
M1_D00262_12_00,M1,D00262,3,0,12:00,-0.8701,-3.4115,2.3756,1.6746,0.4798,1.021
M1_D00262_12_30,M1,D00262,3,0,12:30,0.436,-1.8305,2.2996,1.8754,0.9951,1.021
M1_D00262_13_00,M1,D00262,3,0,13:00,0.0672,-2.576,2.2999,2.8468,1.2977,1.051
M1_D00262_13_30,M1,D00262,3,0,13:30,-3.0806,-6.0052,2.5134,3.0812,1.1552,1.1118
M1_D00262_14_00,M1,D00262,3,0,14:00,-1.9088,-4.7966,2.62,2.7796,1.5995,1.2336
M1_D00262_14_30,M1,D00262,3,0,14:30,0.3351,-2.6118,2.7113,2.7463,1.1903,1.34
M1_D00262_15_00,M1,D00262,3,0,15:00,-3.1813,-4.9034,2.8025,2.1096,0.6223,1.249
M1_D00262_15_30,M1,D00262,3,0,15:30,-3.4157,-6.2719,2.8328,1.9757,0.4801,1.4623
M1_D00262_16_00,M1,D00262,3,0,16:00,-1.8082,-4.9213,2.9703,2.4113,0.9771,1.4012
M1_D00262_16_30,M1,D00262,3,0,16:30,1.2729,-1.8298,2.9095,2.3105,0.9425,1.1271
M1_D00262_17_00,M1,D00262,3,0,17:00,3.7510000000000003,0.9952,3.3048,2.4113,0.8888,1.2182
M1_D00262_17_30,M1,D00262,3,0,17:30,5.5591,2.3634,3.1681,2.0764,0.64,1.157
M1_D00262_18_00,M1,D00262,3,0,18:00,6.5641,3.6071,2.9399,1.7417,0.6396,1.0661
M1_D00262_18_30,M1,D00262,3,0,18:30,6.8321,4.2468,2.5741,1.4745,0.3378,0.8682
M1_D00262_19_00,M1,D00262,3,0,19:00,7.367999999999999,4.5663,2.8179,1.608,0.4089,0.8685
M1_D00262_19_30,M1,D00262,3,0,19:30,7.3681,4.4952,2.9094,1.4742,0.3734,0.8377
M1_D00262_20_00,M1,D00262,3,0,20:00,6.9996,4.3888,2.6048,1.4072,0.3375,0.7619
M1_D00262_20_30,M1,D00262,3,0,20:30,6.5979,4.1576,2.4676,1.1391,-0.1778,0.7918
M1_D00262_21_00,M1,D00262,3,0,21:00,8.2723,6.0946,2.2695,1.4737,0.4266,0.7161
M1_D00262_21_30,M1,D00262,3,0,21:30,8.8082,6.8229,2.0109,2.3107,1.5104,0.7313
M1_D00262_22_00,M1,D00262,3,0,22:00,10.3487,7.9776,2.2542,3.3157,2.2743,0.6553
M1_D00262_22_30,M1,D00262,3,0,22:30,12.6927,10.3767,2.5128,4.3875,2.63,1.0667
M1_D00262_23_00,M1,D00262,3,0,23:00,14.3343,10.8918,3.8078,5.727,3.8560000000000003,1.2033
M1_D00262_23_30,M1,D00262,3,0,23:30,15.1711,10.3766,4.4624,5.0238,3.181,1.173
M1_D00265_00_00,M1,D00265,3,0,0:00,12.8936,8.511000000000001,4.2643,5.4924,3.8561,1.1272
M1_D00265_00_30,M1,D00265,3,0,0:30,11.4543,9.6129,1.7977,5.8944,5.2056,0.5333
M1_D00265_01_00,M1,D00265,3,0,1:00,11.8888,10.0213,1.8434,5.3916,4.2999,0.5482
M1_D00265_01_30,M1,D00265,3,0,1:30,12.3241,10.4119,1.7212,5.5592,4.4423,0.5942
M1_D00265_02_00,M1,D00265,3,0,2:00,11.8558,9.986,1.6907,5.9613,4.442,0.564
M1_D00265_02_30,M1,D00265,3,0,2:30,12.1237,8.4752,3.2899,5.7266,3.3760000000000003,1.2797
M1_D00265_03_00,M1,D00265,3,0,3:00,14.3671,9.595,4.4471,6.6982,4.5842,1.6451
M1_D00265_03_30,M1,D00265,3,0,3:30,12.8265,8.3158,4.4471,5.8609,3.6958,1.2642
M1_D00265_04_00,M1,D00265,3,0,4:00,13.8651,9.4349,4.5084,6.3968,3.8382,1.3404
M1_D00265_04_30,M1,D00265,3,0,4:30,14.4685,10.3415,4.6299,6.7654,4.6197,1.3099
M1_D00265_05_00,M1,D00265,3,0,5:00,14.4345,9.7723,4.7367,5.9948,4.2285,1.3401
M1_D00265_05_30,M1,D00265,3,0,5:30,15.1372,10.3231,4.7668,6.2964,3.9619999999999997,1.3096
M1_D00265_06_00,M1,D00265,3,0,6:00,15.7065,10.2516,5.3154,6.1288,4.0334,1.4316
M1_D00265_06_30,M1,D00265,3,0,6:30,14.0327,8.1552,5.5286,5.7603,3.9266,1.3556
M1_D00265_07_00,M1,D00265,3,0,7:00,12.3913,7.1957,5.5435,6.9662,4.2466,1.5381
M1_D00265_07_30,M1,D00265,3,0,7:30,8.3726,3.0209,5.4528,6.8992,4.566,1.7061
M1_D00265_08_00,M1,D00265,3,0,8:00,4.1863,1.5283,2.9085,5.5594,3.9619999999999997,1.3559
M1_D00265_08_30,M1,D00265,3,0,8:30,4.2196,1.7953,2.6809,4.5554,3.0034,1.1882
M1_D00265_09_00,M1,D00265,3,0,9:00,-1.0379,-3.4289,2.6194,4.5551,3.0564,1.0667
M1_D00265_09_30,M1,D00265,3,0,9:30,-3.014,-5.6322,2.4521,4.1531,2.9143,1.1117
M1_D00265_10_00,M1,D00265,3,0,10:00,-5.5926,-8.6348,2.4066,4.3543,2.7544,1.005
M1_D00265_10_30,M1,D00265,3,0,10:30,-3.215,-5.8986,2.8636,4.2536,2.7722,1.2948
M1_D00265_11_00,M1,D00265,3,0,11:00,-7.9035,-10.6427,2.6651,3.6171,1.9724,1.0206
M1_D00265_11_30,M1,D00265,3,0,11:30,-6.5971,-8.7057,2.4062,3.0143,1.6521,0.929
M1_D00265_12_00,M1,D00265,3,0,12:00,-17.7162,-20.3791,2.193,4.2871,2.186,0.9444
M1_D00265_12_30,M1,D00265,3,0,12:30,-15.7733,-17.8919,2.0406,4.723,2.6121,0.9903
M1_D00265_13_00,M1,D00265,3,0,13:00,-16.3763,-18.3892,2.1175,4.9567,3.127,1.0058
M1_D00265_13_30,M1,D00265,3,0,13:30,-15.1709,-17.5007,2.1475,4.8899,2.6831,1.0363
M1_D00265_14_00,M1,D00265,3,0,14:00,-5.9945,-7.7462,2.2088,3.3493,1.9729,1.1271
M1_D00265_14_30,M1,D00265,3,0,14:30,-1.6407,-4.1930000000000005,2.2389,3.1146,1.7411,0.9905
M1_D00265_15_00,M1,D00265,3,0,15:00,0.7037,-1.0481,2.117,2.7463,1.8303,0.8986
M1_D00265_15_30,M1,D00265,3,0,15:30,1.8752,-0.1416,2.1174,2.4447,1.4925,0.8071
M1_D00265_16_00,M1,D00265,3,0,16:00,2.7129,0.7284,2.4673,2.4448,1.4036,0.9748
M1_D00265_16_30,M1,D00265,3,0,16:30,4.5884,2.3103,2.6652,3.0810000000000004,1.9367,0.9598
M1_D00265_17_00,M1,D00265,3,0,17:00,6.6313,3.7672,2.8784,2.9473,1.8125,0.8833
M1_D00265_17_30,M1,D00265,3,0,17:30,7.2007,4.2114,2.9701,2.7461,1.4929,0.9137
M1_D00265_18_00,M1,D00265,3,0,18:00,6.8322,4.14,2.6805,2.3441,1.3683,0.8220000000000001
M1_D00265_18_30,M1,D00265,3,0,18:30,7.1001,4.4241,2.589,2.3444,1.2616,0.9294
M1_D00265_19_00,M1,D00265,3,0,19:00,7.5691,4.7441,2.7716,2.4447,1.3329,0.8528
M1_D00265_19_30,M1,D00265,3,0,19:30,7.7701,4.815,2.9546,2.4447,1.3865,0.9751
M1_D00265_20_00,M1,D00265,3,0,20:00,7.5694,4.6019,2.9398,2.3778,1.2265,0.8988
M1_D00265_20_30,M1,D00265,3,0,20:30,6.966,4.1759,2.7419,2.2101,1.0669,0.8989
M1_D00265_21_00,M1,D00265,3,0,21:00,7.8365,5.0635,2.6042,2.2106,0.5686,0.8833
M1_D00265_21_30,M1,D00265,3,0,21:30,8.4397,5.775,2.3002,2.7461,1.1909,0.9293
M1_D00265_22_00,M1,D00265,3,0,22:00,10.382,7.6759,2.5285,3.9186,2.2925,0.9749
M1_D00265_22_30,M1,D00265,3,0,22:30,11.8225,9.2565,2.4525,4.488,2.861,0.7611
M1_D00265_23_00,M1,D00265,3,0,23:00,14.0322,10.6781,3.5031,5.6599,3.6425,1.0206
M1_D00265_23_30,M1,D00265,3,0,23:30,15.3052,10.9446,4.5077,5.8608,3.6602,1.2031
M1_D00267_00_00,M1,D00267,8,0,0:00,21.0657,15.9379,4.9497,6.6313,3.9092,1.34
M1_D00267_00_30,M1,D00267,8,0,0:30,19.3906,14.4097,4.9193,5.961,3.5713,1.2948
M1_D00267_01_00,M1,D00267,8,0,1:00,19.4912,14.7291,4.6604,6.2295,3.4118,1.3103
M1_D00267_01_30,M1,D00267,8,0,1:30,20.9317,16.5239,4.5083,6.665,4.3354,1.3103
M1_D00267_02_00,M1,D00267,8,0,2:00,19.8934,15.4226,4.3407,6.4635,4.1042,1.2798
M1_D00267_02_30,M1,D00267,8,0,2:30,18.9553,15.0671,4.0362,6.1286,3.9266,1.1879
M1_D00267_03_00,M1,D00267,8,0,3:00,17.6834,13.7344,4.0512,6.3296,3.181,1.2948
M1_D00267_03_30,M1,D00267,8,0,3:30,18.5871,14.8009,3.7623,6.062,3.9626,1.2336
M1_D00267_04_00,M1,D00267,8,0,4:00,18.1517,14.4277,3.7313,6.028,3.5893,1.2337
M1_D00267_04_30,M1,D00267,8,0,4:30,18.4199,14.5875,3.5947,6.33,3.6429,1.2033
M1_D00267_05_00,M1,D00267,8,0,5:00,16.7787,13.184000000000001,3.6555,5.1913,2.8787,1.2494
M1_D00267_05_30,M1,D00267,8,0,5:30,17.3145,13.3611,3.6096,5.1907,3.1805,1.2336
M1_D00267_06_00,M1,D00267,8,0,6:00,15.6399,12.0816,3.6554,5.8274,3.2693,1.3102
M1_D00267_06_30,M1,D00267,8,0,6:30,15.3389,11.5666,3.4419,7.1,4.5843,1.4016
M1_D00267_07_00,M1,D00267,8,0,7:00,16.3097,12.0642,3.6554,6.8323,4.2646,1.5227
M1_D00267_07_30,M1,D00267,8,0,7:30,15.3715,11.8693,3.7163,5.4255,3.287,1.4921
M1_D00267_08_00,M1,D00267,8,0,8:00,15.0373,11.1761,3.7615,5.5593,3.0209,1.5992
M1_D00267_08_30,M1,D00267,8,0,8:30,14.7699,10.7498,3.8988,4.5554,2.6295,1.5686
M1_D00267_09_00,M1,D00267,8,0,9:00,14.6018,10.3227,4.1889,5.7937,3.3761,1.5992
M1_D00267_09_30,M1,D00267,8,0,9:30,13.4298,9.1861,4.3254,6.0282,3.7489999999999997,1.5079
M1_D00267_10_00,M1,D00267,8,0,10:00,15.6067,10.376,5.1784,6.2628,3.8559,1.5535
M1_D00267_10_30,M1,D00267,8,0,10:30,16.4772,10.8562,5.4677,6.5644,3.7849,1.5078
M1_D00267_11_00,M1,D00267,8,0,11:00,16.2095,11.052,5.3918,6.4304,3.8912,1.4162
M1_D00267_11_30,M1,D00267,8,0,11:30,16.578,11.1228,5.4825,6.2628,3.9093,1.584
M1_D00267_12_00,M1,D00267,8,0,12:00,17.3816,11.1046,5.955,5.1912,2.7544,1.5532
M1_D00267_12_30,M1,D00267,8,0,12:30,17.5159,11.0692,6.1684,4.5887,2.0793,1.5998
M1_D00267_13_00,M1,D00267,8,0,13:00,16.9129,11.2472,5.7878,4.2874,2.0437,1.5232
M1_D00267_13_30,M1,D00267,8,0,13:30,16.645,11.1405,5.8483,4.3878,1.8122,1.6
M1_D00267_14_00,M1,D00267,8,0,14:00,15.841,10.5361,5.1785,4.1196,1.2974,1.4773
M1_D00267_14_30,M1,D00267,8,0,14:30,15.2377,10.0561,5.1485,3.6843,1.5282,1.5226
M1_D00267_15_00,M1,D00267,8,0,15:00,15.3053,10.2879,5.0262,5.8607,3.7848,1.3711
