id,transformers,date_id,month,is_weekend,time,L1,L2,L3,L4,L5,L6,y
M1_D00104_16_30,M1,D00104,7,0,16:30,19.6921,14.3564,5.5132,3.2824,0.9592,1.4624,16.8833
M1_D00104_17_00,M1,D00104,7,0,17:00,19.6923,14.3561,5.5133,3.282,0.9591,1.462,16.8833
M1_D00104_17_30,M1,D00104,7,0,17:30,19.6922,14.3564,5.5135,3.2822,0.9594,1.4622,16.8832
M1_D00104_18_00,M1,D00104,7,0,18:00,19.6924,14.3564,5.5133,3.2823,0.9591,1.4624,16.8833
M1_D00104_18_30,M1,D00104,7,0,18:30,19.6921,14.3565,5.5133,3.2823,0.9594,1.462,16.8831
M1_D00104_19_00,M1,D00104,7,0,19:00,19.6923,14.3564,5.5132,3.2825,0.9591,1.4622,16.8831
M1_D00104_19_30,M1,D00104,7,0,19:30,19.6922,14.3563,5.5134,3.2824,0.9590000000000001,1.4623,16.8835
M1_D00104_20_00,M1,D00104,7,0,20:00,19.6925,14.3563,5.5135,3.2824,0.9591,1.4621,16.8831
M1_D00104_20_30,M1,D00104,7,0,20:30,19.6922,14.3562,5.5132,3.2823,0.9591,1.4624,16.8832
M1_D00104_21_00,M1,D00104,7,0,21:00,19.6921,14.3562,5.5134,3.2821,0.9595,1.4622,16.8834
M1_D00104_21_30,M1,D00104,7,0,21:30,19.6923,14.3561,5.5133,3.2823,0.9593,1.4624,16.883
M1_D00104_22_00,M1,D00104,7,0,22:00,19.6924,14.3561,5.5133,3.2821,0.9592,1.4624,16.8832
M1_D00104_22_30,M1,D00104,7,0,22:30,19.6923,14.356,5.5132,3.2825,0.9594,1.462,16.8832
M1_D00104_23_00,M1,D00104,7,0,23:00,19.692,14.356,5.5132,3.2821,0.9592,1.4624,16.8834
M1_D00104_23_30,M1,D00104,7,0,23:30,19.6923,14.3563,5.5132,3.2824,0.9595,1.4622,16.8834
M1_D00106_00_00,M1,D00106,6,0,0:00,12.4917,7.6224,5.118,4.6894,1.9015,1.6295,9.6726
M1_D00106_00_30,M1,D00106,6,0,0:30,12.6255,7.409,5.117,4.5889,1.8655,1.5535,9.4966
M1_D00106_01_00,M1,D00106,6,0,1:00,12.3241,7.48,5.0256,4.3876,2.4695,1.6143,9.2152
M1_D00106_01_30,M1,D00106,6,0,1:30,11.0854,7.1608,3.823,4.1531,2.3814,1.3556,9.3208
M1_D00106_02_00,M1,D00106,6,0,2:00,12.4584,6.9117,4.9042,4.2539,1.9369999999999998,1.614,9.215
M1_D00106_02_30,M1,D00106,6,0,2:30,11.8557,7.0182,4.8125,4.2538,2.0257,1.6299,9.2154
M1_D00106_03_00,M1,D00106,6,0,3:00,11.9894,6.8053,4.7366,4.3877,2.0084,1.5991,9.0395
M1_D00106_03_30,M1,D00106,6,0,3:30,11.1864,6.3963,4.8583,3.9189,1.8129,1.7063,9.0042
M1_D00106_04_00,M1,D00106,6,0,4:00,11.3536,6.3611,5.0564,3.9521,1.706,1.6752,9.0397
M1_D00106_04_30,M1,D00106,6,0,4:30,11.9557,6.7872,5.1323,3.7514,1.3327,1.6753,9.3564
M1_D00106_05_00,M1,D00106,6,0,5:00,13.1619,7.1961,5.7416,4.0863,1.4928,1.7825,9.0749
M1_D00106_05_30,M1,D00106,6,0,5:30,11.6883,6.9295,4.5537,4.1196,1.6884,1.5539,9.0396
M1_D00106_06_00,M1,D00106,6,0,6:00,9.1092,5.5618,3.3509,3.7177,1.5642,1.4013,9.5677
M1_D00106_06_30,M1,D00106,6,0,6:30,8.9422,4.9223,4.4169,4.2537,2.2744,1.6909,9.6026
M1_D00106_07_00,M1,D00106,6,0,7:00,9.9468,4.1404,5.5741,5.257999999999999,2.5051,1.995,9.532
M1_D00106_07_30,M1,D00106,6,0,7:30,6.8322,1.3506,5.7574,5.2912,3.1099,2.1781,9.4616
M1_D00106_08_00,M1,D00106,6,0,8:00,3.8175,-1.989,5.7724,5.5595,2.6832,2.2086,9.1103
M1_D00106_08_30,M1,D00106,6,0,8:30,5.0573,-0.7284,5.5289,5.3919,2.5234,2.1327,9.3211
M1_D00106_09_00,M1,D00106,6,0,9:00,-1.6741,-5.6496,3.2593,3.5166,1.8483,1.4773,9.4618
M1_D00106_09_30,M1,D00106,6,0,9:30,0.3685,-3.6422,3.4573,4.1198,2.2386,1.4466,9.7084
M1_D00106_10_00,M1,D00106,6,0,10:00,-1.7077,-5.4189,3.8229,4.388,2.2034,1.5539,9.9543
M1_D00106_10_30,M1,D00106,6,0,10:30,2.4448,-1.7226,4.0357,3.8184,2.2567,1.2794,10.1301
M1_D00106_11_00,M1,D00106,6,0,11:00,-3.2817,-7.0176,3.5636,4.1199,1.9547,1.4012,9.9194
M1_D00106_11_30,M1,D00106,6,0,11:30,-6.1619,-9.5941,3.3356,2.6794,1.226,1.401,9.7084
M1_D00106_12_00,M1,D00106,6,0,12:00,-0.5358,-3.8197,3.2743,3.0479,0.7286,1.4778,9.9541
M1_D00106_12_30,M1,D00106,6,0,12:30,-10.4488,-14.3737,3.6246,3.8516,1.4393,1.508,9.9898
M1_D00106_13_00,M1,D00106,6,0,13:00,3.7842,0.1783,3.625,3.7512,1.8126,1.5388,9.6025
M1_D00106_13_30,M1,D00106,6,0,13:30,8.2393,5.2062,3.1984,3.5504,1.6171,1.4625,7.5275
M1_D00106_14_00,M1,D00106,6,0,14:00,6.8993,3.9804,2.8941,3.3491,1.208,1.3251,5.5222
M1_D00106_14_30,M1,D00106,6,0,14:30,6.3305,3.0563,2.8635,3.2152,1.2971,1.2946,5.3467
M1_D00106_15_00,M1,D00106,6,0,15:00,5.0237,2.4521,2.8025,2.7797,1.031,1.3406,5.3117
M1_D00106_15_30,M1,D00106,6,0,15:30,7.2341,4.1759,2.9855,2.4447,1.1907,1.295,5.065
M1_D00106_16_00,M1,D00106,6,0,16:00,7.5021,4.1930000000000005,3.0003,2.5453,0.9954,1.4019,5.4522
M1_D00106_16_30,M1,D00106,6,0,16:30,8.1388,4.9572,3.3047,2.3776,0.9953,1.2031,6.0501
M1_D00106_17_00,M1,D00106,6,0,17:00,8.4731,5.2772,3.2749,2.3107,0.6575,1.2189,5.6635
M1_D00106_17_30,M1,D00106,6,0,17:30,8.0382,5.1709,3.0004,2.0093,0.4443,1.1122,6.5425
M1_D00106_18_00,M1,D00106,6,0,18:00,7.3347,4.6553,2.6501,1.5411,0.2842,1.0057,6.5778
M1_D00106_18_30,M1,D00106,6,0,18:30,7.3684,4.8151,2.6049,2.1435,0.9772,0.96,6.5777
M1_D00106_19_00,M1,D00106,6,0,19:00,7.7366,4.9216,2.6957,2.2103,0.9772,0.9440000000000001,6.6834
M1_D00106_19_30,M1,D00106,6,0,19:30,7.6365,4.9036,2.696,2.21,0.9952,0.9136,6.9291
M1_D00106_20_00,M1,D00106,6,0,20:00,7.7367,4.833,2.8639,2.2774,0.9417,1.0051,6.12
M1_D00106_20_30,M1,D00106,6,0,20:30,7.5691,4.691,2.6348,2.3444,1.1199,0.9905,4.7137
M1_D00106_21_00,M1,D00106,6,0,21:00,8.64,5.9879,2.4677,2.4448,0.7815,0.9292,4.6081
M1_D00106_21_30,M1,D00106,6,0,21:30,9.3439,6.6453,2.3911,2.78,1.3685,0.9596,5.2413
M1_D00106_22_00,M1,D00106,6,0,22:00,10.4826,7.8888,2.4373,3.9186,2.2388,0.9599,5.3463
M1_D00106_22_30,M1,D00106,6,0,22:30,10.8846,8.3512,2.3606,3.785,2.0966,0.884,5.8043
M1_D00106_23_00,M1,D00106,6,0,23:00,12.3247,8.6354,3.5488,4.1533,2.2037,1.1421,6.0502
M1_D00106_23_30,M1,D00106,6,0,23:30,13.6306,8.7243,4.6452,4.7896,2.6299,1.2183,6.7888
M1_D00107_00_00,M1,D00107,9,1,0:00,17.2476,13.0946,4.1579,6.0953,3.6426,1.3862,24.3401
M1_D00107_00_30,M1,D00107,9,1,0:30,16.5107,12.0646,4.1428,5.6599,2.6834,1.3253,24.4104
M1_D00107_01_00,M1,D00107,9,1,1:00,16.2095,11.9577,4.218999999999999,5.1578,2.7009,1.4019,24.6569
M1_D00107_01_30,M1,D00107,9,1,1:30,16.6781,12.6151,4.1124,5.2913,3.2875,1.4013,24.6216
M1_D00107_02_00,M1,D00107,9,1,2:00,16.812,12.7396,4.1278,6.6312,4.4418,1.4322,24.9032
M1_D00107_02_30,M1,D00107,9,1,2:30,15.7741,11.9934,4.0513,6.8322,4.175,1.4773,24.8327
M1_D00107_03_00,M1,D00107,9,1,3:00,16.3099,12.1709,3.9751,5.2242,2.8607,1.4318,24.6925
M1_D00107_03_30,M1,D00107,9,1,3:30,15.6398,11.7091,4.0206,5.3249,2.843,1.4012,24.868000000000002
M1_D00107_04_00,M1,D00107,9,1,4:00,15.7072,11.6734,4.0669,7.2007,4.851,1.4316,24.480999999999998
M1_D00107_04_30,M1,D00107,9,1,4:30,16.6782,12.2778,4.3557,5.4255,2.7715,1.4777,24.6567
M1_D00107_05_00,M1,D00107,9,1,5:00,16.8794,12.2601,4.5693,5.6939,3.1984,1.4921,25.2899
M1_D00107_05_30,M1,D00107,9,1,5:30,16.7788,11.8158,4.7063,5.1579,2.3993,1.5227,24.8328
M1_D00107_06_00,M1,D00107,9,1,6:00,18.0184,12.5974,5.1174,5.0237,2.7368,1.6605,24.9383
M1_D00107_06_30,M1,D00107,9,1,6:30,16.3099,11.4603,5.0261,5.1242,2.5232,1.7517,24.9034
M1_D00107_07_00,M1,D00107,9,1,7:00,16.5777,11.7623,4.9651,5.4923,2.8964,1.7974,25.430999999999997
M1_D00107_07_30,M1,D00107,9,1,7:30,16.7117,11.6377,5.0412,6.1289,3.1626,1.8735,25.2548
M1_D00107_08_00,M1,D00107,9,1,8:00,13.3629,10.9447,2.4219,5.2581,3.6782,1.1578,25.3252
M1_D00107_08_30,M1,D00107,9,1,8:30,12.592,10.3232,2.2841,6.1957,4.5486,1.2335,25.6418
M1_D00107_09_00,M1,D00107,9,1,9:00,9.5786,7.4982,2.2087,4.8898,3.1981,1.1732,25.500999999999998
M1_D00107_09_30,M1,D00107,9,1,9:30,8.9084,6.2899,2.4065,4.6557,2.7187,1.2031,25.3603
M1_D00107_10_00,M1,D00107,9,1,10:00,9.3105,6.2006,2.7569999999999997,4.5553,2.665,1.1424,25.3951
M1_D00107_10_30,M1,D00107,9,1,10:30,10.1143,6.805,3.0762,4.9565,3.2162,1.1728,25.4309
M1_D00107_11_00,M1,D00107,9,1,11:00,9.1095,5.8459,2.9545,4.3545,2.4163,1.1421,25.2548
M1_D00107_11_30,M1,D00107,9,1,11:30,8.0379,4.7618,2.4672,3.9521,2.3986,1.0819,24.9736
M1_D00107_12_00,M1,D00107,9,1,12:00,7.1,4.229,2.2846,3.6843,2.1503,1.0209,25.1494
M1_D00107_12_30,M1,D00107,9,1,12:30,6.43,4.1755,2.2236,3.215,2.3808,1.0512,25.0435
M1_D00107_13_00,M1,D00107,9,1,13:00,7.0668,4.4424,2.2392,3.4163,2.5764,1.0667,25.0794
M1_D00107_13_30,M1,D00107,9,1,13:30,7.1338,4.5308,2.2696,3.818,2.4875,1.1428,25.2198
M1_D00107_14_00,M1,D00107,9,1,14:00,7.2342,5.0818,2.27,4.3541,2.8080000000000003,1.1424,25.0438
M1_D00107_14_30,M1,D00107,9,1,14:30,6.4972,4.0514,2.1173,3.6171,1.9192,1.0056,24.6566
M1_D00107_15_00,M1,D00107,9,1,15:00,6.1621,3.9984,2.1626,3.1148,1.8126,1.0968,24.2347
M1_D00107_15_30,M1,D00107,9,1,15:30,5.8273,3.6776,2.1932,2.7797,1.5284,1.0973,23.813000000000002
M1_D00107_16_00,M1,D00107,9,1,16:00,6.0283,3.6075,2.3764,3.2825,1.6702,1.127,23.954
M1_D00107_16_30,M1,D00107,9,1,16:30,6.7988,4.2648,2.5893,3.5836,2.0434,1.0664,23.6017
M1_D00107_17_00,M1,D00107,9,1,17:00,7.5694,4.9574,2.7114,3.6172,2.3279,1.1125,23.1793
M1_D00107_17_30,M1,D00107,9,1,17:30,7.1336,4.584,2.4981,3.5501,2.3811,1.0058,23.0036
M1_D00107_18_00,M1,D00107,9,1,18:00,6.732,4.4243,2.2847,3.3493,2.2215,0.9443,22.5113
M1_D00107_18_30,M1,D00107,9,1,18:30,6.8322,4.4773,2.3912,3.2821,2.0966,0.9446,21.9488
M1_D00107_19_00,M1,D00107,9,1,19:00,7.067,4.5487,2.3912,3.1483,2.0257,0.8379,21.7727
M1_D00107_19_30,M1,D00107,9,1,19:30,6.8321,4.4777,2.2848,3.1149,2.008,0.7918,21.5966
M1_D00107_20_00,M1,D00107,9,1,20:00,6.4304,4.3357,2.0869,3.0814,2.044,0.7463,21.5262
M1_D00107_20_30,M1,D00107,9,1,20:30,5.8944,3.9804,1.9345,2.713,1.7773,0.7013,21.4912
M1_D00107_21_00,M1,D00107,9,1,21:00,5.5926,3.802,1.7515,2.2101,1.4398,0.655,21.1747
M1_D00107_21_30,M1,D00107,9,1,21:30,5.5257,3.8739,1.7057,3.2152,1.8306,0.7012,21.104
M1_D00107_22_00,M1,D00107,9,1,22:00,6.8658,4.904,1.584,3.6507,2.3987,0.7014,20.8232
M1_D00107_22_30,M1,D00107,9,1,22:30,9.8126,7.8712,1.614,4.9234,3.7486,0.7461,20.436
M1_D00107_23_00,M1,D00107,9,1,23:00,8.8746,6.6278,1.7516,3.7513,2.2034,0.7619,20.2957
M1_D00107_23_30,M1,D00107,9,1,23:30,8.6742,7.1071,1.5991,3.7846,2.2213,0.7925,20.1897
M1_D00108_00_00,M1,D00108,11,1,0:00,10.2816,8.2449,1.9797,3.3160000000000003,2.0432,0.9753,0.2461
M1_D00108_00_30,M1,D00108,11,1,0:30,10.8515,8.7598,2.102,3.818,2.2568,0.9905,0.7744
M1_D00108_01_00,M1,D00108,11,1,1:00,11.3535,9.1863,2.0869,3.6507,2.2389,0.9904,0.0001
M1_D00108_01_30,M1,D00108,11,1,1:30,10.1143,7.8536,2.1777,3.0814,1.7232,1.0356,0.7742
M1_D00108_02_00,M1,D00108,11,1,2:00,10.2485,8.3868,2.1322,3.4499,2.1325,0.9901,2.0046
M1_D00108_02_30,M1,D00108,11,1,2:30,10.3154,8.0139,2.1174,3.1818,1.6348,1.0056,1.97
M1_D00108_03_00,M1,D00108,11,1,3:00,11.0857,9.0794,1.9954,3.7176,2.4703,0.9749,2.0753
M1_D00108_03_30,M1,D00108,11,1,3:30,9.9803,7.6759,2.0866,2.7796,1.5458,0.9755,2.2861
M1_D00108_04_00,M1,D00108,11,1,4:00,9.5785,7.3916,2.2236,3.1484,1.3856,1.081,2.4625
M1_D00108_04_30,M1,D00108,11,1,4:30,10.1811,7.7466,2.3302,3.3826,1.4395,1.082,2.4972
M1_D00108_05_00,M1,D00108,11,1,5:00,10.818,8.1906,2.5739,3.0141,1.3863,1.0965,2.532
M1_D00108_05_30,M1,D00108,11,1,5:30,10.7173,8.1733,2.8176,2.9807,1.5284,1.0819,2.6384
M1_D00108_06_00,M1,D00108,11,1,6:00,11.8222,9.0089,2.7106,3.1818,1.4392,1.051,2.6384
M1_D00108_06_30,M1,D00108,11,1,6:30,11.7219,8.9018,3.0923,3.2485,1.5815,1.0818,2.7786
M1_D00108_07_00,M1,D00108,11,1,7:00,13.5639,9.5948,3.4421,3.6507,1.6529,1.2183,3.0254
M1_D00108_07_30,M1,D00108,11,1,7:30,12.6927,9.1509,3.4572,4.2539,1.9011,1.4318,3.0252
M1_D00108_08_00,M1,D00108,11,1,8:00,10.1141,6.5923,3.3509,3.2822,1.2264,1.4779,2.8144
M1_D00108_08_30,M1,D00108,11,1,8:30,8.2055,5.2243,3.1683,2.9471,0.9238,1.3559,3.1657
M1_D00108_09_00,M1,D00108,11,1,9:00,6.229,3.3756,2.9244,2.4447,0.6933,1.3255,3.4125
M1_D00108_09_30,M1,D00108,11,1,9:30,2.3781,-0.5325,2.9244,2.3777,0.7998,1.3252,3.3065
M1_D00108_10_00,M1,D00108,11,1,10:00,-0.0667,-3.3041,2.9241,2.3778,0.7824,1.1729,3.2011
M1_D00108_10_30,M1,D00108,11,1,10:30,-3.2818,-6.9468,3.1983,2.0765,0.5154,1.1728,3.6232
M1_D00108_11_00,M1,D00108,11,1,11:00,-4.1189,-6.9112,2.8936,1.7418,0.6579,1.0513,3.5876
M1_D00108_11_30,M1,D00108,11,1,11:30,-3.2818,-5.5785,2.4367,1.1391,-0.0354,0.9755,4.2563
M1_D00108_12_00,M1,D00108,11,1,12:00,-0.7701,-3.2689,2.4067,0.8714,-0.3371,1.1118,4.2565
M1_D00108_12_30,M1,D00108,11,1,12:30,-4.3874,-6.9111,2.407,1.5071,0.1777,1.0968,4.0455
M1_D00108_13_00,M1,D00108,11,1,13:00,-6.229,-8.4574,2.5738,1.6749,0.267,1.2183,4.5029
M1_D00108_13_30,M1,D00108,11,1,13:30,-5.2574,-7.7816,2.6195,1.6079,0.373,1.2641,4.8544
M1_D00108_14_00,M1,D00108,11,1,14:00,-6.0284,-8.7944,2.4374,1.9092,0.1782,1.2032,4.6431
M1_D00108_14_30,M1,D00108,11,1,14:30,-6.061,-8.955,2.5437,1.34,0.4268,1.2486,4.3619
M1_D00108_15_00,M1,D00108,11,1,15:00,-2.0756,-5.0987,2.7567,1.6749,0.0711,1.3254,4.4674
M1_D00108_15_30,M1,D00108,11,1,15:30,1.5074,-1.386,2.8943,1.1727,-0.1773,1.2793,4.4321
M1_D00108_16_00,M1,D00108,11,1,16:00,5.2917,2.2565,3.0918,1.2064,-0.1243,1.219,4.3619
M1_D00108_16_30,M1,D00108,11,1,16:30,8.0713,4.762,3.2899,0.8712,-0.3191,1.021,4.0803
M1_D00108_17_00,M1,D00108,11,1,17:00,8.6735,5.1706,3.5027,0.6705,-0.6215,1.0514,4.2564
M1_D00108_17_30,M1,D00108,11,1,17:30,8.54,5.2245,3.4269,0.6032,-0.7102,1.0357,4.292
M1_D00108_18_00,M1,D00108,11,1,18:00,8.7407,5.3482,3.3962,0.6031,-0.5865,0.96,4.2214
M1_D00108_18_30,M1,D00108,11,1,18:30,8.4728,5.2775,3.1982,0.5364,-0.5329999999999999,0.8833,4.0102
M1_D00108_19_00,M1,D00108,11,1,19:00,8.2056,5.0815,3.3351,0.57,-0.4263,0.9447,3.6225
M1_D00108_19_30,M1,D00108,11,1,19:30,7.8372,4.7797,2.9852,0.6031,-0.5327,0.9596,3.6231
M1_D00108_20_00,M1,D00108,11,1,20:00,7.6364,4.6731,3.168,0.6704,-0.5686,1.1423,3.2714
M1_D00108_20_30,M1,D00108,11,1,20:30,7.3349,4.2998,2.97,0.7040000000000001,-0.6042,1.1579,3.1656
M1_D00108_21_00,M1,D00108,11,1,21:00,7.1001,3.9801,3.1527,1.3067,-0.728,1.4778,2.4267
M1_D00108_21_30,M1,D00108,11,1,21:30,7.1673,3.8738,3.1528,1.7077,-0.3016,1.3406,2.3924
M1_D00108_22_00,M1,D00108,11,1,22:00,7.9706,4.815,3.3201,1.5072,0.3559,1.3408,2.3919
M1_D00108_22_30,M1,D00108,11,1,22:30,8.3729,5.5078,2.9703,1.9755,0.4797,1.4319,2.9195
M1_D00108_23_00,M1,D00108,11,1,23:00,8.3061,5.5967,2.8028,2.5118,0.8888,1.3556,2.7435
M1_D00108_23_30,M1,D00108,11,1,23:30,8.6072,6.1301,2.5588,2.5116,1.0838,1.2946,2.6026
M1_D00109_00_00,M1,D00109,3,0,0:00,13.6642,8.9551,4.7212,4.3544,2.5942,1.2799,9.6378
M1_D00109_00_30,M1,D00109,3,0,0:30,13.2621,8.8305,4.874,4.5547,2.3098,1.3714,9.6729
M1_D00109_01_00,M1,D00109,3,0,1:00,14.7028,9.7011,4.7829,5.0236,2.8606,1.4469999999999998,9.5671
M1_D00109_01_30,M1,D00109,3,0,1:30,14.4684,9.8613,4.7674,5.3582,3.1989,1.2487,9.4967
M1_D00109_02_00,M1,D00109,3,0,2:00,14.937000000000001,10.1451,4.8587,5.1241,2.9678,1.3253,9.5675
M1_D00109_02_30,M1,D00109,3,0,2:30,15.4389,10.394,4.7368,5.2249,3.1632,1.3254,9.5322
M1_D00109_03_00,M1,D00109,3,0,3:00,14.3344,9.3459,4.9345,4.6887,2.7188,1.3406,9.5676
M1_D00109_03_30,M1,D00109,3,0,3:30,14.6022,9.9676,4.9497,4.9901,2.7011,1.3103,9.6725
M1_D00109_04_00,M1,D00109,3,0,4:00,14.6018,9.7368,5.0413,5.0572,3.0562,1.4016,9.6385
M1_D00109_04_30,M1,D00109,3,0,4:30,13.6976,9.1507,4.7976,4.254,2.4523,1.2947,9.4971
M1_D00109_05_00,M1,D00109,3,0,5:00,13.3294,8.6886,4.462,3.7511,2.0077,1.0513,9.7783
M1_D00109_05_30,M1,D00109,3,0,5:30,13.128,8.3513,4.8127,4.1869,1.8484,1.1576,10.0948
M1_D00109_06_00,M1,D00109,3,0,6:00,14.5687,9.3817,5.071000000000001,4.0191,1.9901,1.2794,9.8843
M1_D00109_06_30,M1,D00109,3,0,6:30,14.5352,9.2039,5.3918,3.7512,2.0439,1.2189,9.6376
M1_D00109_07_00,M1,D00109,3,0,7:00,14.5353,8.9379,5.5437,4.0527,2.1503,1.2946,9.7438
M1_D00109_07_30,M1,D00109,3,0,7:30,11.3198,6.8054,4.3865,4.2874,2.2393,1.3251,9.8138
M1_D00109_08_00,M1,D00109,3,0,8:00,8.2058,4.939,2.8484,3.4162,1.7772,1.0363,10.0954
M1_D00109_08_30,M1,D00109,3,0,8:30,6.0617,3.5363,2.7873,2.9136,1.7772,1.0664,10.3063
M1_D00109_09_00,M1,D00109,3,0,9:00,0.9382,-1.9012,2.6651,1.9093,0.6222,1.0208,10.3063
M1_D00109_09_30,M1,D00109,3,0,9:30,-1.3058,-3.9975,2.6196,2.6457,1.3326,1.0515,10.0954
M1_D00109_10_00,M1,D00109,3,0,10:00,-2.009,-4.8863,2.9852,2.9137,1.0127,1.1116,9.8138
M1_D00109_10_30,M1,D00109,3,0,10:30,-2.3772,-6.0235,3.3964,2.847,1.1729,1.0057,9.4617
M1_D00109_11_00,M1,D00109,3,0,11:00,-6.9658,-10.2335,2.9853,2.8466,1.4929,1.021,9.7433
M1_D00109_11_30,M1,D00109,3,0,11:30,-10.75,-13.609000000000002,2.6045,1.6079,0.3204,0.9443,9.9895
M1_D00109_12_00,M1,D00109,3,0,12:00,-9.6781,-12.5613,2.315,1.8751,0.4441,0.8071,10.5874
M1_D00109_12_30,M1,D00109,3,0,12:30,-3.5832,-5.8455,2.3762,1.8084,0.6398,0.8838,10.7984
M1_D00109_13_00,M1,D00109,3,0,13:00,-11.4867,-14.0715,2.2699,3.0144,0.9951,0.9449,10.9036
M1_D00109_13_30,M1,D00109,3,0,13:30,-8.9079,-11.4595,2.3301,2.2101,1.0128,1.0356,10.5172
M1_D00109_14_00,M1,D00109,3,0,14:00,-8.6737,-10.7844,2.3152,2.5119,1.4395,0.9447,10.8686
M1_D00109_14_30,M1,D00109,3,0,14:30,-9.8792,-12.0815,2.1629,1.9092,0.9599,0.8989,11.3966
M1_D00109_15_00,M1,D00109,3,0,15:00,-5.3246,-8.0481,2.3608,1.6413,0.5155,0.914,10.9388
M1_D00109_15_30,M1,D00109,3,0,15:30,-5.6925,-8.0844,2.4673,1.2398,0.1601,0.8682,11.5023
M1_D00109_16_00,M1,D00109,3,0,16:00,-2.4781,-4.9922,2.5132,1.7414,0.7461,0.9597,11.8538
M1_D00109_16_30,M1,D00109,3,0,16:30,2.9139,0.1957,3.0001,1.7084,0.7641,0.7766,11.7484
M1_D00109_17_00,M1,D00109,3,0,17:00,5.1912,2.1149,3.0916,1.6077,0.5511,0.7766,11.9241
M1_D00109_17_30,M1,D00109,3,0,17:30,6.7654,3.6427,3.0761,1.4071,0.3911,0.7015,11.7134
M1_D00109_18_00,M1,D00109,3,0,18:00,7.1338,4.1934,2.8785,1.3738,0.35600000000000004,0.7163,11.432
M1_D00109_18_30,M1,D00109,3,0,18:30,8.2394,5.2418,3.1675,1.3737,0.4261,0.6551,8.6884
M1_D00109_19_00,M1,D00109,3,0,19:00,7.9377,4.7087,3.0158,1.1393,0.2666,0.5639,5.3119
M1_D00109_19_30,M1,D00109,3,0,19:30,5.6596,4.1756,1.1727,0.737,0.249,0.3655,2.5328
M1_D00109_20_00,M1,D00109,3,0,20:00,4.8232,3.8377,1.0056,0.4695,0.0361,0.2744,2.0049
M1_D00109_20_30,M1,D00109,3,0,20:30,4.6225,3.6608,0.9446,0.2012,-0.3553,0.2744,1.4074
M1_D00109_21_00,M1,D00109,3,0,21:00,6.5306,5.8636,0.8378,1.3730000000000002,1.1023,0.2591,1.0558
M1_D00109_21_30,M1,D00109,3,0,21:30,8.8077,7.0896,1.4163,2.6459,1.4213,0.3659,1.4073
M1_D00109_22_00,M1,D00109,3,0,22:00,10.6836,9.2748,1.249,4.1532,3.1448,0.4723,2.5679
M1_D00109_22_30,M1,D00109,3,0,22:30,11.9557,10.7496,1.2031,4.8227,3.7315,0.4418,1.5835
M1_D00109_23_00,M1,D00109,3,0,23:00,13.2621,10.8385,2.3911,5.1908,3.5004,1.0358,1.8643
M1_D00109_23_30,M1,D00109,3,0,23:30,13.9324,10.5184,3.4574,4.2872,2.8432,0.7461,2.5675
M1_D00110_00_00,M1,D00110,5,0,0:00,8.1718,3.6066,4.5232,2.6455,0.4618,1.6142,16.1448
M1_D00110_00_30,M1,D00110,5,0,0:30,8.1723,3.6604,4.3251,2.3779,0.5158,1.5229,16.3558
M1_D00110_01_00,M1,D00110,5,0,1:00,8.2394,3.5358,4.4322,2.4782,0.3911,1.5532,16.2504
M1_D00110_01_30,M1,D00110,5,0,1:30,7.9043,3.0206,4.4624,2.4446,0.4625,1.508,15.7575
M1_D00110_02_00,M1,D00110,5,0,2:00,7.7034,3.2698,4.4621,2.5788,0.4444,1.5686,15.5825
M1_D00110_02_30,M1,D00110,5,0,2:30,7.1,2.9143,4.4012,2.4111,0.302,1.5689,15.4062
M1_D00110_03_00,M1,D00110,5,0,3:00,7.3681,3.1099,4.1726,1.9761,0.3553,1.4169,14.8083
M1_D00110_03_30,M1,D00110,5,0,3:30,7.1674,3.2162,4.0668,2.344,0.5686,1.3102,14.9141
M1_D00110_04_00,M1,D00110,5,0,4:00,7.1002,3.0034,4.265,1.6413,0.3554,1.3863,15.0896
M1_D00110_04_30,M1,D00110,5,0,4:30,7.9711,3.2872,4.4324,2.0094,0.4085,1.4325,14.7732
M1_D00110_05_00,M1,D00110,5,0,5:00,9.2432,4.3886,5.0109,2.2101,0.3554,1.3713,14.2453
M1_D00110_05_30,M1,D00110,5,0,5:30,9.4443,3.7491,5.1631,2.21,0.3204,1.4469,14.1399
M1_D00110_06_00,M1,D00110,5,0,6:00,9.6453,4.9218,5.0108,2.7129,0.8174,1.2796,14.2101
M1_D00110_06_30,M1,D00110,5,0,6:30,8.8412,4.6729,4.7212,3.6842,1.7768,1.5688,15.7933
M1_D00110_07_00,M1,D00110,5,0,7:00,1.9092,-0.1061,2.1323,2.6792,1.7412,0.8681,17.3758
M1_D00110_07_30,M1,D00110,5,0,7:30,0.5697,-1.3858,1.8733,2.9809,2.1325,0.7766,17.1295
M1_D00110_08_00,M1,D00110,5,0,8:00,-2.9804,-5.0276,1.8433,2.7797,1.9901,0.838,16.3209
M1_D00110_08_30,M1,D00110,5,0,8:30,-2.0758,-4.3352,1.8582,2.7463,1.4752,0.8074,16.2501
M1_D00110_09_00,M1,D00110,5,0,9:00,-4.4873,-6.6627,1.9036,3.2155,1.6522,0.8073,16.954
M1_D00110_09_30,M1,D00110,5,0,9:30,-4.7217,-6.6808,2.1022,3.0141,1.7418,0.8681,17.1995
