id,transformers,date_id,month,is_weekend,time,L1,L2,L3,L4,L5,L6
M1_D00382_00_00,M1,D00382,6,1,0:00,14.6022,10.0387,4.3260000000000005,5.2913,3.2163,1.2949
M1_D00382_00_30,M1,D00382,6,1,0:30,14.267000000000001,10.1276,4.3408,5.5257,3.1274,1.3407
M1_D00382_01_00,M1,D00382,6,1,1:00,13.9657,9.5769,4.5231,5.0236,2.7544,1.4013
M1_D00382_01_30,M1,D00382,6,1,1:30,14.0661,9.6302,4.1733,5.1578,3.0744,1.2486
M1_D00382_02_00,M1,D00382,6,1,2:00,14.5347,10.5724,4.1882,5.6933,3.6429,1.2339
M1_D00382_02_30,M1,D00382,6,1,2:30,15.3384,11.0342,4.3255,6.2294,3.82,1.3864
M1_D00382_03_00,M1,D00382,6,1,3:00,15.2382,10.5188,4.3557,5.861000000000001,3.6962,1.4014
M1_D00382_03_30,M1,D00382,6,1,3:30,14.835999999999999,10.3412,4.4625,5.392,3.4649,1.3862
M1_D00382_04_00,M1,D00382,6,1,4:00,13.4298,8.9552,4.5382,4.9904,2.8782,1.3861
M1_D00382_04_30,M1,D00382,6,1,4:30,13.765,8.5818,4.9499,4.4549,2.559,1.5531
M1_D00382_05_00,M1,D00382,6,1,5:00,15.8073,9.8432,5.5741,5.66,2.737,1.6449
M1_D00382_05_30,M1,D00382,6,1,5:30,15.4387,9.559,5.5437,5.3589,3.0562,1.6601
M1_D00382_06_00,M1,D00382,6,1,6:00,13.0948,7.8176,5.437,4.8231,2.3808,1.7059
M1_D00382_06_30,M1,D00382,6,1,6:30,10.9519,5.3483,5.3913,5.1245,2.8789,1.6604
M1_D00382_07_00,M1,D00382,6,1,7:00,10.2148,4.2467,5.4675,5.626,3.323,1.7975
M1_D00382_07_30,M1,D00382,6,1,7:30,6.5642,1.3509,5.4977,5.6599,3.4823,1.9954
M1_D00382_08_00,M1,D00382,6,1,8:00,1.4737,-2.8423,4.2186,5.4921,3.1272,1.7669
M1_D00382_08_30,M1,D00382,6,1,8:30,-0.4354,-3.3933,2.7873,4.7226,2.8786,1.4317
M1_D00382_09_00,M1,D00382,6,1,9:00,1.541,-1.4742,2.7722,3.5835,2.0081,1.4780000000000002
M1_D00382_09_30,M1,D00382,6,1,9:30,-6.9992,-10.0736,2.8939,4.8234,2.7365,1.4321
M1_D00382_10_00,M1,D00382,6,1,10:00,2.4787,-1.1367,3.1834,4.0863,2.5414,1.386
M1_D00382_10_30,M1,D00382,6,1,10:30,3.7178,0.3557,3.3510000000000004,3.9186,2.2567,1.4622
M1_D00382_11_00,M1,D00382,6,1,11:00,-1.9756,-5.0988,2.9396,3.6842,1.7945,1.3559999999999999
M1_D00382_11_30,M1,D00382,6,1,11:30,-1.1049,-3.8552,2.5891,2.5119,0.8002,1.1576
M1_D00382_12_00,M1,D00382,6,1,12:00,1.9763,-0.9771,2.4522,2.0092,0.6222,1.1272
M1_D00382_12_30,M1,D00382,6,1,12:30,-4.6885,-7.5334,2.5737,2.2772,0.7287,1.1881
M1_D00382_13_00,M1,D00382,6,1,13:00,-3.3488,-5.8634,2.407,2.7128,1.1373,1.2033
M1_D00382_13_30,M1,D00382,6,1,13:30,-2.2438,-5.0283,2.3305,2.8803,1.5457,1.1424
M1_D00382_14_00,M1,D00382,6,1,14:00,-1.607,-4.0681,2.5284,3.4832,1.9187,1.3864
M1_D00382_14_30,M1,D00382,6,1,14:30,-7.099,-9.6654,2.6197,3.6172,1.9721,1.295
M1_D00382_15_00,M1,D00382,6,1,15:00,-1.1054,-3.7662,2.5891,2.88,1.2437,1.2641
M1_D00382_15_30,M1,D00382,6,1,15:30,0.3687,-2.3982,2.5281,3.2152,1.9368,1.2033
M1_D00382_16_00,M1,D00382,6,1,16:00,3.1816,0.5332,2.6048,3.0144,1.7239,1.0969
M1_D00382_16_30,M1,D00382,6,1,16:30,5.626,2.9317,2.6807,3.1149,1.8655,1.1123
M1_D00382_17_00,M1,D00382,6,1,17:00,5.4924,2.4522,2.9548,2.8469,1.5459,0.9904
M1_D00382_17_30,M1,D00382,6,1,17:30,6.6648,3.7131,2.9092,2.8135,1.4038,1.0512
M1_D00382_18_00,M1,D00382,6,1,18:00,7.0335,4.2286,2.8029,2.545,1.1554,1.1272
M1_D00382_18_30,M1,D00382,6,1,18:30,7.2010000000000005,4.6377,2.5589,2.2773,1.0132,0.914
M1_D00382_19_00,M1,D00382,6,1,19:00,7.6696,5.0642,2.6198,2.3107,1.1197,0.9597
M1_D00382_19_30,M1,D00382,6,1,19:30,8.1054,5.3302,2.7412,2.3445,1.1019,0.9903
M1_D00382_20_00,M1,D00382,6,1,20:00,8.1724,5.3839999999999995,2.8023,2.3441,0.9953,0.9441
M1_D00382_20_30,M1,D00382,6,1,20:30,8.1383,5.2596,2.6655,1.8759,0.6579999999999999,0.914
M1_D00382_21_00,M1,D00382,6,1,21:00,9.7791,7.2493,2.5436,2.8133,1.5635,1.0053
M1_D00382_21_30,M1,D00382,6,1,21:30,9.4107,6.8941,2.3609,3.0479,1.7419,0.9905
M1_D00382_22_00,M1,D00382,6,1,22:00,10.9184,8.3506,2.3302,3.9186,2.2212,0.9145
M1_D00382_22_30,M1,D00382,6,1,22:30,10.4492,8.049,2.1479,3.9185,2.9854,0.8071
M1_D00382_23_00,M1,D00382,6,1,23:00,13.3962,9.8076,3.3356,5.5925,3.6427,1.0662
M1_D00382_23_30,M1,D00382,6,1,23:30,15.2049,10.59,4.4774,5.7601,3.4115,1.2492
M1_D00404_00_00,M1,D00404,4,0,0:00,13.6979,9.1148,4.3103,2.3777,0.2132,1.3861
M1_D00404_00_30,M1,D00404,4,0,0:30,12.6929,8.5995,4.0972,2.2438,0.4086,1.3252
M1_D00404_01_00,M1,D00404,4,0,1:00,13.027999999999999,8.8306,4.0668,2.2437,0.2842,1.2945
M1_D00404_01_30,M1,D00404,4,0,1:30,12.6592,8.7063,3.9905,1.976,0.0714,1.3556
M1_D00404_02_00,M1,D00404,4,0,2:00,12.7263,8.8134,4.006,1.7752,0.2488,1.3557
M1_D00404_02_30,M1,D00404,4,0,2:30,12.8935,8.8661,3.9753,1.9429,0.0713,1.28
M1_D00404_03_00,M1,D00404,4,0,3:00,12.1235,8.4223,3.945,1.909,0.107,1.2642
M1_D00404_03_30,M1,D00404,4,0,3:30,12.1236,8.2263,4.0362,1.9086,-0.0354,1.3559
M1_D00404_04_00,M1,D00404,4,0,4:00,9.9135,8.4754,1.6149,1.5079,0.2311,0.8075
M1_D00404_04_30,M1,D00404,4,0,4:30,10.6169,8.8838,1.7971,1.5411,0.2138,0.8534
M1_D00404_05_00,M1,D00404,4,0,5:00,11.923,10.0923,2.1322,2.0095,0.515,0.8683
M1_D00404_05_30,M1,D00404,4,0,5:30,14.4683,12.082,2.3759,2.1099,0.6574,0.6856
M1_D00404_06_00,M1,D00404,4,0,6:00,12.4246,9.5237,2.6959,1.6412,-0.0531,0.853
M1_D00404_06_30,M1,D00404,4,0,6:30,12.1236,9.5233,2.7874,1.8085,0.2136,1.021
M1_D00404_07_00,M1,D00404,4,0,7:00,11.0183,7.9603,2.7107,1.5747,0.0185,1.097
M1_D00404_07_30,M1,D00404,4,0,7:30,9.6451,6.8763,2.5283,1.675,0.0714,1.0664
M1_D00404_08_00,M1,D00404,4,0,8:00,9.4775,6.6632,2.8481,1.8751,0.3025,1.3401
M1_D00404_08_30,M1,D00404,4,0,8:30,8.7743,5.9524,2.6195,1.6412,0.1428,1.1576
M1_D00404_09_00,M1,D00404,4,0,9:00,2.1766,-0.5506,2.8334,0.7708,-0.302,1.1424
M1_D00404_09_30,M1,D00404,4,0,9:30,3.5503,0.9424,2.8636,1.3069,-0.0887,1.2643
M1_D00404_10_00,M1,D00404,4,0,10:00,2.613,-0.462,3.0916,0.7706,-0.2489,1.1121
M1_D00404_10_30,M1,D00404,4,0,10:30,-3.8177,-7.4442,2.9547,1.0724,-0.0532,1.0817
M1_D00404_11_00,M1,D00404,4,0,11:00,-0.9377,-4.1572,2.8327,0.9045,-0.3193,1.0968
M1_D00404_11_30,M1,D00404,4,0,11:30,-6.0283,-8.8127,2.4982,0.3354,-0.7816,1.1727
M1_D00404_12_00,M1,D00404,4,0,12:00,-8.6395,-10.9801,2.2545,0.7038,-0.9766,1.1119
M1_D00404_12_30,M1,D00404,4,0,12:30,-9.1421,-11.8862,2.3605,1.2735,-0.302,1.2034
M1_D00404_13_00,M1,D00404,4,0,13:00,-6.6308,-8.7232,2.3757,1.2064,-0.1599,1.2947
M1_D00404_13_30,M1,D00404,4,0,13:30,-3.0808,-5.2589999999999995,2.315,0.8377,-0.9413,1.325
M1_D00404_14_00,M1,D00404,4,0,14:00,2.9141,0.6225,2.2543,0.8045,-1.0302,1.2641
M1_D00404_14_30,M1,D00404,4,0,14:30,1.0385,-1.2967,2.3913,0.8041,-0.7462,1.3409
M1_D00404_15_00,M1,D00404,4,0,15:00,2.7129,-0.1064,2.6497,1.0389,-0.7991,1.4925
M1_D00404_15_30,M1,D00404,4,0,15:30,3.9525,1.2082,2.6502,0.9718,-0.1771,1.2945
M1_D00404_16_00,M1,D00404,4,0,16:00,4.789,2.1679,2.6346,1.0724,-0.7455,1.1884
M1_D00404_16_30,M1,D00404,4,0,16:30,6.6981,3.7667,2.7566,1.0389,-0.4437,1.1885
M1_D00404_17_00,M1,D00404,4,0,17:00,9.2767,6.6811,3.0613,1.4407,0.1777,1.036
M1_D00404_17_30,M1,D00404,4,0,17:30,8.9757,5.9345,2.9246,0.9716,-0.515,1.0662
M1_D00404_18_00,M1,D00404,4,0,18:00,7.7369,4.6375,2.6652,0.3016,-1.6348,1.0659999999999998
M1_D00404_18_30,M1,D00404,4,0,18:30,6.9329,4.2114,2.574,-0.0667,-1.3858,0.9599
M1_D00404_19_00,M1,D00404,4,0,19:00,7.6362,4.5661,2.7106,0.0002,-1.5103,0.9753
M1_D00404_19_30,M1,D00404,4,0,19:30,7.3012,4.6725,2.7263,0.1009,-1.4214,1.0663
M1_D00404_20_00,M1,D00404,4,0,20:00,6.8324,4.7083,2.6503,-0.0335,-1.4925,1.097
M1_D00404_20_30,M1,D00404,4,0,20:30,6.5979,4.0338,2.4678,0.0337,-1.3323,1.0514
M1_D00404_21_00,M1,D00404,4,0,21:00,6.1621,3.8559,2.4521,0.2681,-1.7415,1.1272
M1_D00404_21_30,M1,D00404,4,0,21:30,6.2291,3.8738,2.0413,-0.4017,-1.7056,0.9447
M1_D00404_22_00,M1,D00404,4,0,22:00,6.028,3.8556,2.1172,-0.3683,-1.5814,0.9449
M1_D00404_22_30,M1,D00404,4,0,22:30,6.4301,4.388999999999999,2.1173,-0.2343,-1.5452,0.9599
M1_D00404_23_00,M1,D00404,4,0,23:00,8.4396,6.2898,2.2081,0.302,-0.6216,1.0053
M1_D00404_23_30,M1,D00404,4,0,23:30,7.2679,5.2238,2.0564,0.2014,-1.1014,0.9139
M1_D00419_00_00,M1,D00419,3,0,0:00,11.655,6.5561,4.9344,2.3777,0.302,1.3404
M1_D00419_00_30,M1,D00419,3,0,0:30,11.588,6.4321,4.8283,1.6079,0.1428,1.3711
M1_D00419_01_00,M1,D00419,3,0,1:00,10.9851,6.5034,4.9499,2.0761,0.0891,1.3556
M1_D00419_01_30,M1,D00419,3,0,1:30,11.0521,6.5388,4.7824,2.2102,0.1249,1.2948
M1_D00419_02_00,M1,D00419,3,0,2:00,11.085999999999999,6.0235,4.7978,2.0095,-0.0175,1.3104
M1_D00419_02_30,M1,D00419,3,0,2:30,11.2197,6.2188,4.8584,2.11,0.3204,1.4169
M1_D00419_03_00,M1,D00419,3,0,3:00,9.7122,5.0642,4.8734,1.7081,-0.231,1.34
M1_D00419_03_30,M1,D00419,3,0,3:30,10.9517,5.9525,4.9192,1.9422,0.1245,1.3861
M1_D00419_04_00,M1,D00419,3,0,4:00,9.4442,4.9037,4.7821,1.5741,0.0185,1.2337
M1_D00419_04_30,M1,D00419,3,0,4:30,10.1813,4.957,4.9499,1.3738,-0.4975,1.234
M1_D00419_05_00,M1,D00419,3,0,5:00,9.5782,4.638,4.8281,1.1057,-0.6752,1.1119
M1_D00419_05_30,M1,D00419,3,0,5:30,10.6839,5.2592,5.0715,1.3731,-0.3725,1.2488
M1_D00419_06_00,M1,D00419,3,0,6:00,10.9847,5.6329,5.2698,1.0388,-0.5681,1.3558
M1_D00419_06_30,M1,D00419,3,0,6:30,12.7598,6.7698,5.9092,1.4401,-0.3908,1.3555
M1_D00419_07_00,M1,D00419,3,0,7:00,11.8557,5.7215,6.1835,1.8089,-0.3727,1.3707
M1_D00419_07_30,M1,D00419,3,0,7:30,8.138,1.5995,6.2295,1.4069,-0.5683,1.3864
M1_D00419_08_00,M1,D00419,3,0,8:00,2.8804,-3.2333,6.1224,1.7417,-0.2307,1.8126
M1_D00419_08_30,M1,D00419,3,0,8:30,-4.0857,-7.5511,3.1981,1.4739,0.2489,1.1274
M1_D00419_09_00,M1,D00419,3,0,9:00,-8.3722,-11.5842,2.9398,1.6749,0.249,1.1733
M1_D00419_09_30,M1,D00419,3,0,9:30,-10.3814,-13.5205,2.9095,1.7418,0.4804,1.0515
M1_D00419_10_00,M1,D00419,3,0,10:00,-11.3862,-14.7465,3.1528,2.3778,0.6934,1.082
M1_D00419_10_30,M1,D00419,3,0,10:30,-6.1619,-9.9144,3.6246,1.7412,0.5513,1.0509
M1_D00419_11_00,M1,D00419,3,0,11:00,-3.2149,-5.7207,3.1224,1.1391,0.1779,0.9444
M1_D00419_11_30,M1,D00419,3,0,11:30,1.0722,-1.67,2.7721,0.5027,-0.3198,0.8074
M1_D00419_12_00,M1,D00419,3,0,12:00,-1.7076,-4.1930000000000005,2.6656,0.4359,-0.782,0.7918
M1_D00419_12_30,M1,D00419,3,0,12:30,1.4069,-1.6348,2.8179,0.9047,-0.3196,0.823
M1_D00419_13_00,M1,D00419,3,0,13:00,2.3112,-0.6038,2.7419,1.8422,0.7111,0.8223
M1_D00419_13_30,M1,D00419,3,0,13:30,6.3297,3.1272,2.7110000000000003,1.7749,1.0843,0.7767
M1_D00419_14_00,M1,D00419,3,0,14:00,4.8228,2.0434,2.6805,2.0092,0.9419,0.6702
M1_D00419_14_30,M1,D00419,3,0,14:30,5.3249,2.8605,2.5892,2.076,1.1196,0.5943
M1_D00419_15_00,M1,D00419,3,0,15:00,4.3209,1.493,2.6652,1.675,0.5688,0.6707
M1_D00419_15_30,M1,D00419,3,0,15:30,6.2629,3.6958,2.7716,1.3737,0.3915,0.7163
M1_D00419_16_00,M1,D00419,3,0,16:00,8.2391,5.189,3.0610000000000004,0.2682,-0.6754,0.7468
M1_D00419_16_30,M1,D00419,3,0,16:30,9.5113,5.9346,3.6248,0.2349,-0.7818,0.7461
M1_D00419_17_00,M1,D00419,3,0,17:00,10.1143,6.432,3.6859,0.3018,-0.4974,0.6856
M1_D00419_17_30,M1,D00419,3,0,17:30,9.6115,6.0585,3.5486,0.3688,-0.5509,0.6247
M1_D00419_18_00,M1,D00419,3,0,18:00,9.2768,5.9524,3.3046,0.3019,-0.6037,0.5637
M1_D00419_18_30,M1,D00419,3,0,18:30,9.8798,6.4851,3.3508,0.3016,-0.515,0.48700000000000004
M1_D00419_19_00,M1,D00419,3,0,19:00,9.947000000000001,6.4678,3.488,0.3352,-0.5506,0.5636
M1_D00419_19_30,M1,D00419,3,0,19:30,9.5783,6.2544,3.2592,0.2349,-0.604,0.5332
M1_D00419_20_00,M1,D00419,3,0,20:00,9.0421,5.8635,3.1529,0.2014,-0.6216,0.5785
M1_D00419_20_30,M1,D00419,3,0,20:30,8.7408,5.6155,2.8789,0.3686,-0.48,0.5637
M1_D00419_21_00,M1,D00419,3,0,21:00,9.2766,6.5212,2.7414,1.3732,0.4623,0.5182
M1_D00419_21_30,M1,D00419,3,0,21:30,7.8371,5.3838,2.4984,0.3689,-0.231,0.5025
M1_D00419_22_00,M1,D00419,3,0,22:00,7.6364,4.9218,2.4985,0.7038,-0.5862,0.609
M1_D00419_22_30,M1,D00419,3,0,22:30,7.7031,5.0637,2.4373,0.6035,-0.4261,0.6249
M1_D00419_23_00,M1,D00419,3,0,23:00,11.2195,6.9295,3.6099,2.2105,0.6754,0.7922
M1_D00419_23_30,M1,D00419,3,0,23:30,12.8938,8.3868,4.6914,2.7461,1.2619,1.0205
M1_D00421_00_00,M1,D00421,7,0,0:00,15.5391,15.2623,8.2853,2.1103,1.5994,0.0005
M1_D00421_00_30,M1,D00421,7,0,0:30,14.8032,15.1917,8.285,2.5116,1.9012,0.0002
M1_D00421_01_00,M1,D00421,7,0,1:00,15.74,15.6713,8.2851,2.4112,2.1322,0.0005
M1_D00421_01_30,M1,D00421,7,0,1:30,14.8365,14.4454,8.2852,2.0765,1.475,0.0001
M1_D00421_02_00,M1,D00421,7,0,2:00,14.8705,15.2092,8.2852,2.4784,2.3102,0.0004
M1_D00421_02_30,M1,D00421,7,0,2:30,13.8314,13.6633,8.285,2.0765,1.2257,0.0002
M1_D00421_03_00,M1,D00421,7,0,3:00,13.9994,13.6989,8.2852,1.9756,1.5639,0.0004
M1_D00421_03_30,M1,D00421,7,0,3:30,13.9993,13.8769,8.2855,1.9762,1.5994,0.0003
M1_D00421_04_00,M1,D00421,7,0,4:00,12.2909,12.1887,8.2853,1.0722,0.426,0.0004
M1_D00421_04_30,M1,D00421,7,0,4:30,11.6212,11.7623,8.2851,1.3737,0.4978,0.0005
M1_D00421_05_00,M1,D00421,7,0,5:00,10.5831,10.5899,8.2851,0.5363,0.0183,0.0004
M1_D00421_05_30,M1,D00421,7,0,5:30,10.5831,10.3941,8.2852,0.6367,0.17800000000000002,0.0003
M1_D00421_06_00,M1,D00421,7,0,6:00,9.9469,9.8436,8.2851,1.1728,0.7289,0.0004
M1_D00421_06_30,M1,D00421,7,0,6:30,7.8709,7.9429,8.2851,1.3404,0.4979,0.0003
M1_D00421_07_00,M1,D00421,7,0,7:00,6.7989,6.5925,8.2854,1.4068,1.0485,0.0
M1_D00421_07_30,M1,D00421,7,0,7:30,5.7267,5.5081,8.285,1.8081,1.3327,0.0003
M1_D00421_08_00,M1,D00421,7,0,8:00,2.7463,3.1097,8.2855,1.4739,1.1554,0.0003
M1_D00421_08_30,M1,D00421,7,0,8:30,1.3061,1.4391,8.2851,2.2438,1.5457,0.0002
M1_D00421_09_00,M1,D00421,7,0,9:00,-2.4442,-2.5938,8.2852,1.6413,1.5818,0.0004
M1_D00421_09_30,M1,D00421,7,0,9:30,-3.8179,-4.0863,8.2852,1.8423,1.6172,0.0001
M1_D00421_10_00,M1,D00421,7,0,10:00,-4.5881,-4.7968,8.2851,2.8805,2.2923,0.0004
M1_D00421_10_30,M1,D00421,7,0,10:30,-5.2239,-5.4723,8.2854,3.3491,2.9496,0.0
M1_D00421_11_00,M1,D00421,7,0,11:00,-6.6306,-6.6628,8.2854,3.3156,2.7721,0.0003
M1_D00421_11_30,M1,D00421,7,0,11:30,-6.4634,-6.734,8.2851,3.1816,3.0386,0.0005
M1_D00421_12_00,M1,D00421,7,0,12:00,-5.8935,-6.1297,8.2853,3.4162,3.1983,0.0003
M1_D00421_12_30,M1,D00421,7,0,12:30,-5.6255,-5.8277,8.2852,3.9188,3.6248,0.0003
M1_D00421_13_00,M1,D00421,7,0,13:00,-4.8223,-5.6497,8.2853,3.5169,3.3584,0.0004
M1_D00421_13_30,M1,D00421,7,0,13:30,-5.9272,-5.7915,8.285,3.1485,2.9673,0.0005
M1_D00421_14_00,M1,D00421,7,0,14:00,-4.5213,-4.8325,8.2853,3.0145,2.6297,0.0004
M1_D00421_14_30,M1,D00421,7,0,14:30,-3.3487,-3.7663,8.2851,2.8802,2.4878,0.0004
M1_D00421_15_00,M1,D00421,7,0,15:00,-3.0471,-3.3930000000000002,8.2851,1.7085,1.6173,0.0004
M1_D00421_15_30,M1,D00421,7,0,15:30,-2.6451,-3.02,8.2855,1.2397,1.2439,0.0001
M1_D00421_16_00,M1,D00421,7,0,16:00,1.072,1.2262,8.2851,0.7040000000000001,0.7644,0.0001
M1_D00421_16_30,M1,D00421,7,0,16:30,2.1767,2.9317,8.2852,0.5364,0.4622,0.0002
M1_D00421_17_00,M1,D00421,7,0,17:00,4.3538,4.4425,8.2852,0.4021,0.2847,0.0
M1_D00421_17_30,M1,D00421,7,0,17:30,7.8039,7.8178,8.285,-0.0335,-0.3551,0.0001
M1_D00421_18_00,M1,D00421,7,0,18:00,8.3058,8.2802,8.2852,-0.1004,-0.4436,0.0004
M1_D00421_18_30,M1,D00421,7,0,18:30,8.9084,8.9549,8.2855,-0.1337,-0.5862,0.0004
M1_D00421_19_00,M1,D00421,7,0,19:00,10.3487,10.4476,8.2854,-0.0331,-0.3907,0.0001
M1_D00421_19_30,M1,D00421,7,0,19:30,12.1236,12.1351,8.2854,0.1341,-0.3018,0.0002
M1_D00421_20_00,M1,D00421,7,0,20:00,13.4299,13.4505,8.2855,0.737,0.1428,0.0
M1_D00421_20_30,M1,D00421,7,0,20:30,13.8318,13.8592,8.2854,1.0386,0.4799,0.0
M1_D00421_21_00,M1,D00421,7,0,21:00,15.5392,15.4756,8.2852,1.3733,0.6221,0.0001
M1_D00421_21_30,M1,D00421,7,0,21:30,15.439,15.1022,8.2852,1.7751,0.7815,0.0003
M1_D00421_22_00,M1,D00421,7,0,22:00,15.7409,15.7776,8.2852,2.1099,1.1197,0.0002
M1_D00421_22_30,M1,D00421,7,0,22:30,15.9078,15.6,8.2854,2.009,1.2438,0.0004
M1_D00421_23_00,M1,D00421,7,0,23:00,14.7029,15.1738,8.2852,1.7079,0.9775,0.0005
M1_D00421_23_30,M1,D00421,7,0,23:30,15.2378,15.3336,8.2851,2.5453,1.6529,0.0002
M1_D00428_00_00,M1,D00428,2,0,0:00,14.5346,11.1939,3.1677,3.6841,2.1859,0.6703
M1_D00428_00_30,M1,D00428,2,0,0:30,15.3045,12.1532,2.9398,4.5554,2.8969,0.5794
M1_D00428_01_00,M1,D00428,2,0,1:00,14.4347,11.1762,2.8024,3.3494,2.1148,0.5792
M1_D00428_01_30,M1,D00428,2,0,1:30,14.033,11.5667,2.6349,4.0861,2.3991,0.5638
M1_D00428_02_00,M1,D00428,2,0,2:00,14.2002,11.4247,2.6197,3.6843,2.5943,0.5635
M1_D00428_02_30,M1,D00428,2,0,2:30,13.9323,11.1758,2.9697,3.4497,2.3278,0.746
M1_D00428_03_00,M1,D00428,2,0,3:00,14.7029,11.1585,2.9397,4.3209,2.506,0.7006
M1_D00428_03_30,M1,D00428,2,0,3:30,13.0614,9.6836,3.0762,2.8132,1.5636,0.7615
M1_D00428_04_00,M1,D00428,2,0,4:00,13.6644,10.199,3.1682,3.5503,1.9725,0.8223
M1_D00428_04_30,M1,D00428,2,0,4:30,12.8939,9.8789,3.1223,3.215,1.9904,0.7464
M1_D00428_05_00,M1,D00428,2,0,5:00,12.7261,9.879,3.0158,3.2488,1.5105,0.7161
M1_D00428_05_30,M1,D00428,2,0,5:30,13.8316,10.1278,3.1527,3.483,1.9899,0.7164
M1_D00428_06_00,M1,D00428,2,0,6:00,12.8605,9.5235,3.3812,2.6121,1.1907,0.7315
M1_D00428_06_30,M1,D00428,2,0,6:30,13.5972,10.0386,3.64,3.148,1.5818,0.655
M1_D00428_07_00,M1,D00428,2,0,7:00,15.1714,10.8206,4.1576,3.4164,1.8656,0.7465
M1_D00428_07_30,M1,D00428,2,0,7:30,15.5056,11.175999999999998,4.5998,3.2487,1.795,0.823
M1_D00428_08_00,M1,D00428,2,0,8:00,12.0232,7.3561,4.5232,3.4499,2.0076,0.8534
M1_D00428_08_30,M1,D00428,2,0,8:30,7.1672,2.8254,4.2038,2.9472,2.1329,0.8683
M1_D00428_09_00,M1,D00428,2,0,9:00,0.6696,-3.0911,3.8537,1.8753,0.6935,0.9136
M1_D00428_09_30,M1,D00428,2,0,9:30,-3.7171,-7.4441,3.503,1.675,0.4625,0.8531
M1_D00428_10_00,M1,D00428,2,0,10:00,-5.2245,-8.7059,3.5947,1.9421,0.7999,0.9294
M1_D00428_10_30,M1,D00428,2,0,10:30,-5.2239,-9.7716,4.1125,2.6458,1.1909,1.0515
M1_D00428_11_00,M1,D00428,2,0,11:00,-7.0656,-10.9086,3.8837,3.3829,2.0971,0.8229
M1_D00428_11_30,M1,D00428,2,0,11:30,-5.1238,-9.0788,3.7618,2.4448,1.0488,0.8378
M1_D00428_12_00,M1,D00428,2,0,12:00,-6.296,-9.6833,3.6093,2.3109,1.3328,0.7771
M1_D00428_12_30,M1,D00428,2,0,12:30,-3.985,-7.7642,3.7619,2.9808,2.0259,0.9292
M1_D00428_13_00,M1,D00428,2,0,13:00,-0.3682,-4.5308,3.8226,2.1433,1.1376,0.8527
M1_D00428_13_30,M1,D00428,2,0,13:30,2.3108,-1.0832,3.5791,2.478,1.546,0.7613
M1_D00428_14_00,M1,D00428,2,0,14:00,-2.5446,-6.2362,3.4424,2.6459,1.1019,0.8375
M1_D00428_14_30,M1,D00428,2,0,14:30,-2.3441,-5.9344,3.4876,2.4114,1.3506,0.8989
M1_D00428_15_00,M1,D00428,2,0,15:00,2.6464,-0.9231,3.6404,2.2104,1.0485,0.9445
M1_D00428_15_30,M1,D00428,2,0,15:30,2.8133,-1.119,3.8533,1.7747,0.6933,0.9445
M1_D00428_16_00,M1,D00428,2,0,16:00,7.9039,3.5183,4.4019,1.7748,0.5334,0.9597
M1_D00428_16_30,M1,D00428,2,0,16:30,12.0903,7.2672,4.7829,2.1430000000000002,0.6224,0.929
M1_D00428_17_00,M1,D00428,2,0,17:00,13.1619,8.3514,4.7674,1.9421,0.4977,0.8987
M1_D00428_17_30,M1,D00428,2,0,17:30,14.5352,9.4884,5.1018,2.2438,0.5511,0.8837
M1_D00428_18_00,M1,D00428,2,0,18:00,16.2428,10.8387,5.346,2.5452,0.8352,0.9444
M1_D00428_18_30,M1,D00428,2,0,18:30,17.4485,11.9933,5.437,2.6121,1.067,0.6246
M1_D00428_19_00,M1,D00428,2,0,19:00,17.817,12.4198,5.376,2.7462,1.0128,0.5479999999999999
M1_D00428_19_30,M1,D00428,2,0,19:30,17.6498,12.3664,5.2693,2.8805,1.0665,0.5332
M1_D00428_20_00,M1,D00428,2,0,20:00,17.1137,12.0288,5.1024,2.7460000000000004,1.0842,0.6247
M1_D00428_20_30,M1,D00428,2,0,20:30,16.3435,11.6204,4.7361,2.3109,0.7111,0.5486
M1_D00428_21_00,M1,D00428,2,0,21:00,17.4488,13.024000000000001,4.4472,3.2153,1.8125,0.5483
M1_D00428_21_30,M1,D00428,2,0,21:30,16.8794,12.6508,4.1731,3.5836,2.1499,0.5637
M1_D00428_22_00,M1,D00428,2,0,22:00,16.5775,12.3844,3.9597,3.6173,2.2030000000000003,0.6246
M1_D00428_22_30,M1,D00428,2,0,22:30,16.6782,13.0948,3.7162,3.9856,2.4168,0.5638
M1_D00428_23_00,M1,D00428,2,0,23:00,16.9127,13.165999999999999,3.3813,4.5216,2.5231,0.564
M1_D00428_23_30,M1,D00428,2,0,23:30,17.0804,13.6102,3.3204,5.1235,3.1989,0.6404
M1_D00429_00_00,M1,D00429,2,0,0:00,10.1476,8.12,1.9497,-0.3013,-1.2431,0.6093
M1_D00429_00_30,M1,D00429,2,0,0:30,9.6451,7.4629,1.8125,-0.3014,-1.4037,0.5637
M1_D00429_01_00,M1,D00429,2,0,1:00,9.1428,7.4623,1.858,-0.0332,-0.764,0.5943
M1_D00429_01_30,M1,D00429,2,0,1:30,8.841000000000001,6.7875,1.7972,-0.2343,-1.2793,0.5792
M1_D00429_02_00,M1,D00429,2,0,2:00,8.6406,7.0004,1.6909,-0.2342,-1.1368,0.5334
